path,text
train-clean-360/100/122655/100-122655-0034.flac,AND APPRECIATED ONLY THEIR ACQUIRED ACCOMPLISHMENTS AS THEY APPRECIATED THE SKILL OF THEIR COOK OR THE TASTE OF THEIR WAITING WOMAN
train-clean-360/100/122655/100-122655-0036.flac,WHEN HE SAVED ME THE TROUBLE BY BEING THE FIRST TO COMMENCE A DIALOGUE
train-clean-360/100/122655/100-122655-0042.flac,OH NO SINCE IT IS AN EMPLOYMENT WHICH DEPENDS ONLY ON ME TO GIVE AND YOU TO ACCEPT
train-clean-360/1001/134707/1001-134707-0004.flac,TWO COME MUSE MIGRATE FROM GREECE AND IONIA CROSS OUT PLEASE THOSE IMMENSELY OVERPAID ACCOUNTS
train-clean-360/1001/134707/1001-134707-0005.flac,THAT MATTER OF TROY AND ACHILLES WRATH
train-clean-360/1001/134707/1001-134707-0006.flac,PLACARD REMOVED AND TO LET ON THE ROCKS OF YOUR SNOWY PARNASSUS REPEAT AT JERUSALEM PLACE THE NOTICE HIGH ON JAFFA'S GATE
train-clean-360/1001/134707/1001-134707-0007.flac,THE SAME ON THE WALLS OF YOUR GERMAN FRENCH AND SPANISH CASTLES AND ITALIAN COLLECTIONS FOR KNOW A BETTER FRESHER BUSIER SPHERE
train-clean-360/1001/134707/1001-134707-0013.flac,SILENT THE BROKEN LIPP'D SPHYNX IN EGYPT SILENT ALL THOSE CENTURY BAFFLING TOMBS
train-clean-360/1001/134707/1001-134707-0015.flac,ENDED THE QUEST OF THE HOLY GRAAL JERUSALEM A HANDFUL OF ASHES BLOWN BY THE WIND EXTINCT
train-clean-360/1001/134707/1001-134707-0020.flac,AND EVER HENCEFORTH SISTERS DEAR BE BOTH FEAR NOT O MUSE
train-clean-360/1001/134707/1001-134707-0038.flac,WITH STRONGER THEMES PRACTICAL PEACEFUL LIFE THE PEOPLE'S LIFE THE PEOPLE THEMSELVES LIFTED ILLUMIN'D BATHED IN PEACE ELATE SECURE IN PEACE
train-clean-360/1001/134707/1001-134707-0051.flac,THE BROOKLYN BRIDGE THIS EARTH ALL SPANN'D WITH IRON RAILS WITH LINES OF STEAMSHIPS THREADING IN EVERY SEA OUR OWN RONDURE THE
train-clean-360/1001/134707/1001-134707-0059.flac,THY PILOTS AT THEIR WHEELS THY OARSMEN HOW THE ASH WRITHES UNDER THOSE MUSCULAR ARMS THERE BY THE FURNACE AND THERE BY THE ANVIL
train-clean-360/1001/134707/1001-134707-0064.flac,POTATOES THY COAL THY GOLD AND SILVER THE INEXHAUSTIBLE IRON IN THY MINES
train-clean-360/1001/134707/1001-134707-0066.flac,NOR SHIP NOR MINE NOR ANY HERE THIS DAY SECURE NOR AUGHT NOR ANY DAY SECURE
train-clean-360/1001/134707/1001-134707-0067.flac,AND THOU THE EMBLEM WAVING OVER ALL DELICATE BEAUTY A WORD TO THEE IT MAY BE SALUTARY
train-clean-360/1001/134707/1001-134707-0075.flac,WE OWN IT ALL AND SEVERAL
train-clean-360/1001/134707/1001-134707-0076.flac,THINK NOT OUR CHANT OUR SHOW MERELY FOR PRODUCTS GROSS OR LUCRE IT IS FOR THEE THE SOUL IN THEE ELECTRIC SPIRITUAL
train-clean-360/1001/134708/1001-134708-0001.flac,A MURMURING FATEFUL GIANT VOICE OUT OF THE EARTH AND SKY
train-clean-360/1001/134708/1001-134708-0007.flac,OUT OF ITS FOOT THICK BARK THAT CHANT OF THE SEASONS AND TIME CHANT NOT OF THE PAST ONLY BUT THE FUTURE
train-clean-360/1001/134708/1001-134708-0008.flac,YOU UNTOLD LIFE OF ME AND ALL YOU VENERABLE AND INNOCENT JOYS
train-clean-360/1001/134708/1001-134708-0012.flac,NOR YIELD WE MOURNFULLY MAJESTIC BROTHERS WE
train-clean-360/1001/134708/1001-134708-0013.flac,WITH NATURE'S CALM CONTENT WITH TACIT HUGE DELIGHT
train-clean-360/1001/134708/1001-134708-0016.flac,NEVADAS THESE HUGE PRECIPITOUS CLIFFS
train-clean-360/1001/134708/1001-134708-0018.flac,JOINING WITH MASTER TONGUE BORE PART
train-clean-360/1001/134708/1001-134708-0021.flac,YOU OCCULT DEEP VOLITIONS
train-clean-360/1001/134708/1001-134708-0024.flac,REALLY SHAPE AND MOULD THE NEW WORLD ADJUSTING IT TO TIME AND SPACE
train-clean-360/1001/134708/1001-134708-0031.flac,THE SETTLEMENTS FEATURES ALL IN THE MENDOCINO WOODS I CAUGHT
train-clean-360/1001/134708/1001-134708-0036.flac,THE LATEST INVENTIONS THE STEAMERS ON THE RIVERS THE RAILROADS WITH MANY A THRIFTY FARM
train-clean-360/101/126859/101-126859-0004.flac,AND WHILE HE WAS AWAY THE DOCTOR AND THE REST OF THE ANIMALS
train-clean-360/101/126859/101-126859-0012.flac,BUT POLYNESIA FLEW INTO A TREE IN THE GARDEN WITHOUT ANYBODY SEEING HER AND HID HERSELF
train-clean-360/101/126859/101-126859-0013.flac,SO YOU ARE CAUGHT AGAIN THIS TIME YOU SHALL NOT ESCAPE TAKE THEM ALL BACK TO PRISON AND PUT DOUBLE LOCKS ON THE DOOR
train-clean-360/101/126859/101-126859-0015.flac,HE MUST BEGIN SCRUBBING THE KITCHEN FLOOR THEY WERE ALL VERY UNHAPPY THIS IS A GREAT NUISANCE SAID THE DOCTOR
train-clean-360/101/126859/101-126859-0035.flac,I HAVE SAID ENOUGH
train-clean-360/101/126860/101-126860-0000.flac,THE TWELFTH CHAPTER
train-clean-360/101/126860/101-126860-0001.flac,POLYNESIA THEN SLIPPED OUT AT THE BACK OF THE TREE AND FLEW ACROSS TO THE PRISON SHE FOUND GUB GUB POKING HIS NOSE THROUGH THE BARS OF THE WINDOW
train-clean-360/101/126860/101-126860-0003.flac,WHO WAS TAKING A NAP LISTEN WHISPERED THE PARROT WHEN JOHN DOLITTLE'S FACE APPEARED PRINCE BUMPO IS COMING HERE TO NIGHT TO SEE YOU
train-clean-360/101/126860/101-126860-0006.flac,YOU KNOW I DON'T KNOW ANYTHING ABOUT THAT SAID POLYNESIA IMPATIENTLY BUT YOU MUST
train-clean-360/101/126860/101-126860-0012.flac,BUT WENT TO SLEEP AGAIN SOMEWHERE ELSE SO I CAME BACK FULL OF SADNESS TO MY FATHER'S KINGDOM
train-clean-360/101/126860/101-126860-0041.flac,THEY ALL LOOKED UP AND THERE STREAMING ACROSS THE FACE OF THE MOON
train-clean-360/101/126860/101-126860-0050.flac,THEY STILL STOOD THERE UPON THE ROCKS
train-clean-360/101/126861/101-126861-0014.flac,THE SLOWEST HE COULD FIND I SHOULD THINK MIGHT AS WELL TRY TO WIN A RACE IN A SOUP TUREEN AS HOPE TO GET AWAY FROM THEM
train-clean-360/1012/133424/1012-133424-0007.flac,WENDY HAD NEVER SEEN THE LAGOON BY MOONLIGHT LESS FROM FEAR
train-clean-360/1012/133424/1012-133424-0009.flac,THE BUBBLES OF MANY COLOURS MADE IN RAINBOW WATER THEY TREAT AS BALLS HITTING THEM GAILY FROM ONE TO ANOTHER WITH THEIR TAILS
train-clean-360/1012/133424/1012-133424-0012.flac,FOR JOHN INTRODUCED A NEW WAY OF HITTING THE BUBBLE WITH THE HEAD INSTEAD OF THE HAND AND THE MERMAIDS ADOPTED IT THIS IS THE ONE MARK THAT JOHN HAS LEFT ON THE NEVERLAND
train-clean-360/1012/133424/1012-133424-0023.flac,THE OTHERS CAME CLOSER TO HIM A STRANGE SMILE WAS PLAYING ABOUT HIS FACE AND WENDY SAW IT AND SHUDDERED WHILE THAT SMILE WAS ON HIS FACE NO ONE DARED ADDRESS HIM
train-clean-360/1012/133424/1012-133424-0031.flac,BUT HE WAS NEVER ONE TO CHOOSE THE EASY WAY
train-clean-360/1012/133424/1012-133424-0034.flac,AT ONCE D'YE HEAR CRIED PETER
train-clean-360/1012/133424/1012-133424-0037.flac,RANG OVER THE LAGOON IN HOOK'S VOICE AND THIS TIME IT WAS NOT PETER WHO HAD SPOKEN PETER MAY HAVE BEEN ABOUT TO CROW
train-clean-360/1012/133424/1012-133424-0048.flac,AND MAKE HER OUR MOTHER IT IS A PRINCELY SCHEME CRIED HOOK AND AT ONCE IT TOOK PRACTICAL SHAPE IN HIS GREAT BRAIN
train-clean-360/1012/133424/1012-133424-0051.flac,HE HAD A PLAYFUL HUMOUR AT MOMENTS AND THEY THOUGHT THIS WAS ONE OF THE MOMENTS
train-clean-360/1012/133424/1012-133424-0053.flac,BRIMSTONE AND GALL THUNDERED HOOK
train-clean-360/1012/133424/1012-133424-0054.flac,HIS FACE HAD GONE BLACK WITH RAGE BUT HE SAW THAT THEY BELIEVED THEIR WORDS AND HE WAS STARTLED LADS HE SAID SHAKING A LITTLE
train-clean-360/1012/133424/1012-133424-0064.flac,BOY YES ORDINARY BOY NO
train-clean-360/1012/133424/1012-133424-0067.flac,OF COURSE IN HIS PRIDE HE WAS CARRYING THE GAME TOO FAR
train-clean-360/1012/133424/1012-133424-0070.flac,ARE YOU READY BOYS AY AY FROM VARIOUS PARTS OF THE LAGOON
train-clean-360/1012/133424/1012-133424-0085.flac,AS THEY LAY SIDE BY SIDE A MERMAID CAUGHT WENDY BY THE FEET AND BEGAN PULLING HER SOFTLY INTO THE WATER
train-clean-360/1018/133447/1018-133447-0022.flac,THEY SHOULD CAUSE TO BE RUNG A BELL FROM ITS SMALLER BELL TOWER FOR THREE MINUTES BEFORE NINE O'CLOCK EVERY MORNING ALL THE YEAR ROUND
train-clean-360/1018/133447/1018-133447-0039.flac,BUT I WON'T HAVE HIM ANNOYING YOU AND I SUPPOSE IT HAS COME TO ANNOYANCE IT'S VERY ANNOYING TO BE ASKED THREE TIMES BY A MAN
train-clean-360/1025/75365/1025-75365-0001.flac,PATERNAL AUTHORITY COULD EASILY SUGGEST ONE SYMBOL FOR SOCIAL LOYALTY THE CHIEF PROBABLY A VENERABLE AND IMPERIOUS PERSONAGE COULD BE CALLED A FATHER AND OBEYED AS A NATURAL MASTER
train-clean-360/1025/75365/1025-75365-0002.flac,HIS COMMAND MIGHT BY CONVENTION BE REGARDED AS AN EXPRESSION OF THE COMMON VOICE JUST AS THE FATHER'S WILL IS BY NATURE THE REPRESENTATIVE OF HIS CHILDREN'S INTERESTS
train-clean-360/1025/75365/1025-75365-0007.flac,IT IS NOT EASY FOR FACTIONS TO OVERTURN HIM FOR EVERY OTHER FORCE IN THE STATE WILL INSTINCTIVELY SUPPORT HIM AGAINST FACTION
train-clean-360/1025/75365/1025-75365-0013.flac,BUT THIS PERSONAL CONSCIOUS AND JEALOUS SUBORDINATION OF MAN TO MAN CONSTITUTED A GOVERNMENT OF INSIGNIFICANT SCOPE
train-clean-360/1025/75365/1025-75365-0015.flac,THE FEUDAL LORD WAS A GENUINE REPRESENTATIVE OF A VERY SMALL PART OF HIS VASSAL'S INTERESTS
train-clean-360/1025/75365/1025-75365-0019.flac,SO THAT WHEN THESE RESOURCES BEGIN TO FAIL THE ENSUING CATASTROPHES ARE A MYSTERY TO EVERYBODY THE KING AND HIS MINISTERS NEVER CEASE WONDERING HOW THEY CAN BE SO CONSTANTLY UNFORTUNATE
train-clean-360/1025/75365/1025-75365-0024.flac,WHERE NO SUITABLE PERSONS ARE FOUND TO EMBODY THE STATE'S UNITY OTHER SYMBOLS HAVE TO BE CHOSEN
train-clean-360/1025/75365/1025-75365-0026.flac,WHILE ON THE OTHER HAND AN ABSTRACT TOKEN BECAUSE OF ITS NATURAL INSIPIDITY
train-clean-360/1025/92814/1025-92814-0011.flac,GET BUSY WITH YOUR EAR IT'S DRUGS FOR ME IF YOU'VE GOT THE LINE I NEED IKEY SCANNED THE COUNTENANCE OF MISTER MC GOWAN FOR THE USUAL EVIDENCES OF CONFLICT BUT FOUND NONE
train-clean-360/1025/92814/1025-92814-0012.flac,MISTER MC GOWAN SMILED NOT THEM HE SAID NOT ANY DAGOES BUT YOU'VE LOCATED THE DIAGNOSIS ALL RIGHT ENOUGH IT'S UNDER MY COAT NEAR THE RIBS SAY IKEY
train-clean-360/1025/92814/1025-92814-0016.flac,I WOULDN'T HAVE THIS DOUBLE HANDICAP MAKE A FALSE START TO NIGHT FOR A MILLION HE SAID
train-clean-360/1025/92814/1025-92814-0019.flac,I MUST MAKE A PRESCRIPTION THAT IS TO BE CALLED FOR SOON SAY SAID MC GOWAN LOOKING UP SUDDENLY SAY IKEY AIN'T THERE A DRUG OF SOME KIND
train-clean-360/1025/92814/1025-92814-0022.flac,LIKE A GOOD GENERAL WHO WAS ABOUT TO INVADE THE ENEMY'S TERRITORY HE WAS SEEKING TO GUARD EVERY POINT AGAINST POSSIBLE FAILURE
train-clean-360/1025/92814/1025-92814-0023.flac,IT MIGHT BRACE HER UP AND KEEP HER FROM RENEGING ON THE PROPOSITION TO SKIP I GUESS SHE DON'T NEED A MULE TEAM TO DRAG HER AWAY BUT WOMEN ARE BETTER AT COACHING THAN THEY ARE AT RUNNING BASES
train-clean-360/1025/92814/1025-92814-0027.flac,THERE HE CRUSHED TO A POWDER TWO SOLUBLE TABLETS EACH CONTAINING A QUARTER OF A GRAIN OF MORPHIA TO THEM HE ADDED A LITTLE SUGAR OF MILK TO INCREASE THE BULK
train-clean-360/1025/92820/1025-92820-0004.flac,PRINCE MICHAEL'S SHOES WERE WRECKED FAR BEYOND THE SKILL OF THE CAREFULLEST COBBLER THE RAGMAN WOULD HAVE DECLINED ANY NEGOTIATIONS CONCERNING HIS CLOTHES
train-clean-360/1025/92820/1025-92820-0007.flac,IN THIS PROUD CITY OF MANHATTAN AND SCARCELY HAVE ENTERED UPON THE BULK OF HIS HOLDINGS
train-clean-360/1025/92820/1025-92820-0012.flac,IT WAS HIS CHIEF SOLACE AND SATISFACTION TO ALLEVIATE INDIVIDUAL DISTRESS TO CONFER FAVOURS UPON WORTHY ONES WHO HAD NEED OF SUCCOUR
train-clean-360/1025/92820/1025-92820-0013.flac,BESTOWED HOWEVER WITH WISDOM AND JUDICIOUSNESS AND AS PRINCE MICHAEL'S EYE RESTED UPON THE GLOWING FACE OF THE GREAT CLOCK IN THE TOWER
train-clean-360/1025/92820/1025-92820-0021.flac,ITS FACE IS THAT OF A TYRANT ITS NUMBERS ARE FALSE AS THOSE ON A LOTTERY TICKET ITS HANDS ARE THOSE OF A BUNCO STEERER WHO MAKES AN APPOINTMENT WITH YOU TO YOUR RUIN
train-clean-360/1025/92820/1025-92820-0028.flac,I DO NOT ACCEPT YOUR ADDITION WOMEN ARE THE NATURAL ENEMIES OF CLOCKS
train-clean-360/1025/92820/1025-92820-0033.flac,IF YOU SEE NO SCARF YOU MAY CONSIDER THAT EVERYTHING BETWEEN US IS ENDED FOREVER THAT CONCLUDED THE YOUNG MAN BITTERLY
train-clean-360/1025/92820/1025-92820-0035.flac,NEVER ON YOUR PRINCIPALITY EXCLAIMED THE YOUNG MAN HOPELESSLY YOU DON'T KNOW MARIAN OF COURSE SHE'S ALWAYS ON TIME TO THE MINUTE THAT WAS THE FIRST THING ABOUT HER THAT ATTRACTED ME
train-clean-360/1025/92820/1025-92820-0041.flac,IT DOESN'T LOOK AS IF I WOULD NEED THAT PALACE ON THE HUDSON BUT I APPRECIATE YOUR OFFER JUST THE SAME PRINCE MICHAEL SANK INTO DEEP SLUMBER HIS BATTERED HAT ROLLED FROM THE BENCH TO THE GROUND
train-clean-360/1025/92820/1025-92820-0042.flac,THE YOUNG MAN LIFTED IT PLACED IT OVER THE FROWSY FACE AND MOVED ONE OF THE GROTESQUELY RELAXED LIMBS INTO A MORE COMFORTABLE POSITION POOR DEVIL HE SAID
train-clean-360/1025/92820/1025-92820-0043.flac,THE YOUNG MAN SIGHED AGAIN TURNED HIS FACE FOR ONE LAST LOOK AT THE HOUSE OF HIS RELINQUISHED HOPES AND CRIED ALOUD PROFANE WORDS OF HOLY RAPTURE
train-clean-360/1025/92820/1025-92820-0048.flac,PARK BUM FOR TWENTY YEARS ON HIS LAST LEGS I GUESS THE OTHER POLICEMAN STOOPED AND LOOKED AT SOMETHING CRUMPLED AND CRISP IN THE HAND OF THE SLEEPER
train-clean-360/1027/125140/1027-125140-0017.flac,DEAD AND THE REST OF YOUR RELATIONS
train-clean-360/1027/125140/1027-125140-0024.flac,UNTIL MISSUS BOFFIN ANNOUNCED IT
train-clean-360/1027/125140/1027-125140-0031.flac,MIGHT I ASK MISS WILFER WHAT SHE THINKS IT HAS NOT BEEN A FORTUNATE NAME FOR ME SAID BELLA COLOURING
train-clean-360/1027/125140/1027-125140-0034.flac,I SAY AGAIN IT IS A MATTER OF FEELING RETURNED THE SECRETARY
train-clean-360/1027/125140/1027-125140-0053.flac,SOME SPECIAL POWERS WITH WHICH HIS LEGS WERE ENDOWED HAD ALREADY HITCHED UP HIS GLOSSY TROUSERS AT THE ANKLES AND BAGGED THEM AT THE KNEES
train-clean-360/1027/125140/1027-125140-0054.flac,WHILE SIMILAR GIFTS IN HIS ARMS HAD RAISED HIS COAT SLEEVES FROM HIS WRISTS AND ACCUMULATED THEM AT HIS ELBOWS THUS SET FORTH
train-clean-360/1027/125140/1027-125140-0057.flac,HOW ARE THE TWO POOR LITTLE MINDERS ASKED MISSUS BOFFIN STRIKING RIGHT OUT MUM AND COMING ROUND BEAUTIFUL
train-clean-360/1027/125140/1027-125140-0058.flac,SLOPPY YES MUM COME FORWARD SLOPPY SHOULD YOU LIKE TO DINE HERE EVERY DAY
train-clean-360/1027/125140/1027-125140-0067.flac,IT WAS CREDITABLE TO HIS TENDERNESS OF HEART BUT SUGGESTED THAT HE MIGHT ON OCCASION GIVE SOME OFFENCE TO THE NEIGHBOURS
train-clean-360/1027/125147/1027-125147-0003.flac,WHEN IT WAS FOR A FEW MOMENTS DIMLY INDICATED THROUGH CIRCLING EDDIES OF FOG
train-clean-360/1027/125147/1027-125147-0025.flac,CATCH A WEASEL AT IT AND CATCH A JEW
train-clean-360/1027/125147/1027-125147-0028.flac,NOW SAID FLEDGEBY FORK OUT YOUR BALANCE IN HAND AND PROVE BY FIGURES HOW YOU MAKE IT OUT
train-clean-360/1027/125147/1027-125147-0042.flac,HARK THAT'S YOUR DOING YOU PUMP OF ISRAEL SAID FLEDGEBY YOU CAN'T HAVE SHUT IT
train-clean-360/1027/125147/1027-125147-0044.flac,THAT I AM TRYING TO MAKE TERMS FOR AN UNFORTUNATE FRIEND WITH IN A MATTER OF SOME DISHONOURED BILLS
train-clean-360/1028/133393/1028-133393-0003.flac,AND THE GREAT WOODEN GATES WERE SHUT TO BEHIND THEM DOWN THE STEEP WINDING PATHWAY THEY RODE AND OUT INTO THE GREAT WIDE WORLD BEYOND
train-clean-360/1028/133393/1028-133393-0008.flac,THE AFTERNOON HAD PASSED BY THE TIME THEY HAD REACHED THE END OF THEIR JOURNEY UP THE STEEP STONY PATH THEY RODE TO THE DRAWBRIDGE
train-clean-360/1028/133393/1028-133393-0013.flac,SHE FLUNG HER WITHERED ARMS AROUND HIM AND HUGGED HIM CLOSE TO HER MY LITTLE CHILD SHE CRIED AND THEN FELL TO SOBBING AS THOUGH HER HEART WOULD BREAK
train-clean-360/1028/133393/1028-133393-0015.flac,THE GREAT HALL BELOW WITH ITS VAULTED ROOF AND ITS GREAT FIREPLACE OF GROTESQUELY CARVED STONE AND ALL THE STRANGE PEOPLE
train-clean-360/1028/133393/1028-133393-0023.flac,BUT ALL THE SAME THEY HAD THEIR QUAINT PAINTED PICTURES
train-clean-360/1028/133393/1028-133393-0028.flac,UPON THE OTHER SIDE OF THE LANDING WAS A WINDOW THAT PIERCED THE THICK STONE WALLS OF THE TOWER
train-clean-360/1028/133393/1028-133393-0032.flac,WAS ABLE TO PUT UPON ITSELF OLD URSELA SEEMED NEARER TO THE BOY THAN ANYONE ELSE ABOUT THE CASTLE
train-clean-360/1028/133393/1028-133393-0035.flac,OF A BRAVE KNIGHT AND A FIERY DRAGON THAT SHE HAD JUST TOLD HIM SUDDENLY URSELA BROKE THE SILENCE LITTLE ONE SAID SHE
train-clean-360/1028/133393/1028-133393-0040.flac,AND DID MY FATHER SEEK TO ROB THE TOWNS PEOPLE OF THEIR GOODS OLD URSELA LAUGHED
train-clean-360/1028/133393/1028-133393-0042.flac,AND VELVETS BESIDES IN THE STORE CLOSETS AND WERE ABLE TO BUY GOOD WINES AND LIVE IN PLENTY UPON THE BEST
train-clean-360/1028/133393/1028-133393-0045.flac,UNTIL ONE TIME HE HAD CAUGHT THE TRUTZ DRACHEN FOLK WITH BARON FREDERICK AT THEIR HEAD
train-clean-360/1028/133393/1028-133393-0050.flac,AYE SAID THE BARON GRIMLY IT IS TRUE ENOUGH AND I THINK ME I HAVE KILLED MANY MORE THAN ONE BUT WHAT OF THAT OTTO
train-clean-360/1028/133395/1028-133395-0016.flac,AT THE END OF THE CORRIDOR THE BARON TURNED LET THE LEECH BE SENT TO THE BOY SAID HE
train-clean-360/1028/133395/1028-133395-0021.flac,SO THAT THESE TWO MIGHT ENTER WHEN THEY CHOSE
train-clean-360/1028/133395/1028-133395-0048.flac,DEAR PAULINE CANST THOU NOT TELL MY FATHER WHERE I AM THAT HE MAY COME HERE AND TAKE ME AWAY BEFORE I DIE
train-clean-360/1028/133395/1028-133395-0050.flac,WILT THOU TELL HIM PAULINE SAID OTTO BUT SEE OTTO SAID THE LITTLE GIRL
train-clean-360/1028/133395/1028-133395-0051.flac,YES SAID OTTO VERY SERIOUSLY I WILL PROMISE THEN I WILL TELL THY FATHER WHERE THOU ART
train-clean-360/1028/133395/1028-133395-0052.flac,WILT THOU NOT PAULINE YES SAID SHE FOR IF MY FATHER AND MY MOTHER KNEW THAT I DID SUCH A THING THEY WOULD STRIKE ME
train-clean-360/1031/133220/1031-133220-0005.flac,PUT ON AT THE DEATH OF A RELATIVE BY MARRIAGE CONSISTS OF THE WEARING OF BLACK FOR A PERIOD OF FROM SIX WEEKS
train-clean-360/1031/133220/1031-133220-0012.flac,THE DISCARDING OF MOURNING IS NO INDICATION THAT A WOMAN IS ABOUT TO CHANGE HER NAME AND THE WEARING OF BLACK IS SO MUCH A MATTER OF PERSONAL FEELING
train-clean-360/1031/133220/1031-133220-0015.flac,ETIQUETTE OF THE VISITING CARD THE PREVAILING SHAPE FOR A WOMAN'S CARD IS NEARLY SQUARE
train-clean-360/1031/133220/1031-133220-0018.flac,THERE IS NO EXCEPTION TO THIS RULE SAVE IN THE CASE OF WOMEN WHO HAVE REGULARLY GRADUATED IN MEDICINE OR THEOLOGY AND WHO ARE ALLOWED THEREFORE THE USE OF DOCTOR
train-clean-360/1031/133220/1031-133220-0026.flac,A MAN'S VISITING CARD SHOULD BEAR HIS FULL NAME WITH THE PREFIX MISTER UNLESS HE HAS A MILITARY TITLE ABOVE THE GRADE OF LIEUTENANT OR IS A DOCTOR OR CLERGYMAN
train-clean-360/1031/133220/1031-133220-0029.flac,EVEN WHEN THE BRIDE IS NOT ACCOMPANIED BY HER HUSBAND AFTER THE FIRST YEAR THESE CARDS ARE DISCARDED AND HUSBAND AND WIFE HAVE SEPARATE VISITING CARDS
train-clean-360/1031/133220/1031-133220-0031.flac,IT IS NO LONGER CONSIDERED NECESSARY TO LEAVE A NUMBER OF CARDS AT THE SAME HOUSE WHEN CALLING IN PERSON OR SENDING CARDS
train-clean-360/1031/133220/1031-133220-0033.flac,AND WISHES HIM TO BE REMINDED OF THE FACT
